"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Naive inherited-label classifier","I","NK cells","IV",55,0.533701740305582,0.579797099172085
"test","Naive inherited-label classifier","I","B lymphocytes","IV",43,0.524283759185208,0.56176846937434
"test","Naive inherited-label classifier","I","Undetermined","IV",1,0.520980326050898,0.520980326050898
"test","Naive inherited-label classifier","I","Myeloid cells","IV",212,0.50487146635764,0.696695279621282
"test","Naive inherited-label classifier","I","T lymphocytes","IV",273,0.498997825965517,0.569233837502433
"test","Naive inherited-label classifier","I","Epithelial cells","IV",55,0.449120589225885,0.93166095306139
"test","Naive inherited-label classifier","I","Endothelial cells","IV",6,0.339147323052992,0.495463228129592
"test","Naive inherited-label classifier","I","MAST cells","IV",21,0.334563002613345,0.375668275455799
"test","Naive inherited-label classifier","I","Fibroblasts","IV",20,0.166752046734176,0.301970974667145
"test","Naive inherited-label classifier","II_III","MAST cells","I",6,0.557809978527338,0.597965694490023
"test","Naive inherited-label classifier","II_III","Endothelial cells","I",1,0.446150989315294,0.446150989315294
"test","Naive inherited-label classifier","II_III","T lymphocytes","I",108,0.379084792681312,0.416566158943812
"test","Naive inherited-label classifier","II_III","B lymphocytes","I",35,0.364484159311466,0.413263171798455
"test","Naive inherited-label classifier","II_III","Undetermined","I",2,0.334584972785581,0.342191655642719
"test","Naive inherited-label classifier","II_III","Myeloid cells","I",54,0.328755733117024,0.46309640935682
"test","Naive inherited-label classifier","II_III","Fibroblasts","I",3,0.326532258161609,0.381795771367002
"test","Naive inherited-label classifier","II_III","Epithelial cells","I",41,0.32617291396275,0.72975990879035
"test","Naive inherited-label classifier","II_III","NK cells","I",20,0.301653710336359,0.330981166393363
"test","Naive inherited-label classifier","II_III","Fibroblasts","II_III",3,0.540816268267694,0.667102733148048
"test","Naive inherited-label classifier","II_III","NK cells","II_III",20,0.178626152166622,0.211832244613434
"test","Naive inherited-label classifier","II_III","MAST cells","II_III",6,0.169467060082876,0.190332521609363
"test","Naive inherited-label classifier","II_III","Myeloid cells","II_III",54,0.159033518481015,0.224986377288813
"test","Naive inherited-label classifier","II_III","T lymphocytes","II_III",108,0.131905310253131,0.161550811884115
"test","Naive inherited-label classifier","II_III","Undetermined","II_III",2,0.102587152211773,0.105526821439231
"test","Naive inherited-label classifier","II_III","Epithelial cells","II_III",41,0.0826569670043561,0.163791818275034
"test","Naive inherited-label classifier","II_III","B lymphocytes","II_III",35,0.0805126352094612,0.0955619677380369
"test","Naive inherited-label classifier","II_III","Endothelial cells","II_III",1,0.0718872185589555,0.0718872185589555
"test","Naive inherited-label classifier","II_III","Epithelial cells","IV",41,0.591170119032894,0.938148619103526
"test","Naive inherited-label classifier","II_III","Undetermined","IV",2,0.562827875002646,0.573374227087243
"test","Naive inherited-label classifier","II_III","B lymphocytes","IV",35,0.555003205479073,0.584306871787683
"test","Naive inherited-label classifier","II_III","NK cells","IV",20,0.51972013749702,0.569952230788921
"test","Naive inherited-label classifier","II_III","Myeloid cells","IV",54,0.512210748401961,0.753597292050858
"test","Naive inherited-label classifier","II_III","T lymphocytes","IV",108,0.489009897065557,0.53992406784985
"test","Naive inherited-label classifier","II_III","Endothelial cells","IV",1,0.481961792125751,0.481961792125751
"test","Naive inherited-label classifier","II_III","MAST cells","IV",6,0.272722961389786,0.331648522003603
"test","Naive inherited-label classifier","II_III","Fibroblasts","IV",3,0.132651473570697,0.208785018663103
"test","Naive inherited-label classifier","IV","Fibroblasts","I",5,0.371799655818709,0.476343444224794
"test","Naive inherited-label classifier","IV","B lymphocytes","I",77,0.354817587507315,0.390911997917229
"test","Naive inherited-label classifier","IV","T lymphocytes","I",211,0.349697340280308,0.398675651565604
"test","Naive inherited-label classifier","IV","Undetermined","I",8,0.305271097138186,0.323038583713401
"test","Naive inherited-label classifier","IV","NK cells","I",42,0.269177271240747,0.3123808075973
"test","Naive inherited-label classifier","IV","Myeloid cells","I",146,0.219482096478045,0.293707494764529
"test","Naive inherited-label classifier","IV","Epithelial cells","I",379,0.114967913722544,0.180905779707674
"test","Naive inherited-label classifier","IV","Oligodendrocytes","I",2,0.0178954273278039,0.0232209822702231
"test","Naive inherited-label classifier","IV","Fibroblasts","II_III",5,0.207441509154209,0.30946894215688
"test","Naive inherited-label classifier","IV","Oligodendrocytes","II_III",2,0.201843703389462,0.307232370042722
"test","Naive inherited-label classifier","IV","NK cells","II_III",42,0.152800852917196,0.18226380134466
"test","Naive inherited-label classifier","IV","T lymphocytes","II_III",211,0.128429826181862,0.157210550560457
"test","Naive inherited-label classifier","IV","Myeloid cells","II_III",146,0.109079026596552,0.142508782377455
"test","Naive inherited-label classifier","IV","Undetermined","II_III",8,0.104252203331877,0.113453929808091
"test","Naive inherited-label classifier","IV","B lymphocytes","II_III",77,0.0753448252623078,0.0845462617540092
"test","Naive inherited-label classifier","IV","Epithelial cells","II_III",379,0.0493089604254051,0.070281379658477
"test","Naive inherited-label classifier","IV","Epithelial cells","IV",379,0.835723125852051,0.904190338227432
"test","Naive inherited-label classifier","IV","Oligodendrocytes","IV",2,0.780260869282735,0.880323980993576
"test","Naive inherited-label classifier","IV","Myeloid cells","IV",146,0.671438876925403,0.762816575001103
"test","Naive inherited-label classifier","IV","Undetermined","IV",8,0.590476699529937,0.610974377707419
"test","Naive inherited-label classifier","IV","NK cells","IV",42,0.578021875842057,0.628624849534722
"test","Naive inherited-label classifier","IV","B lymphocytes","IV",77,0.569837587230378,0.607453472466459
"test","Naive inherited-label classifier","IV","T lymphocytes","IV",211,0.52187283353783,0.580115488172977
"test","Naive inherited-label classifier","IV","Fibroblasts","IV",5,0.420758835027082,0.56076285964971
"train","Categorical EM-MMIL","I","MAST cells","I",33,0.859683191795254,0.930276380375764
"train","Categorical EM-MMIL","I","Endothelial cells","I",32,0.709114777588441,0.865201666734802
"train","Categorical EM-MMIL","I","Epithelial cells","I",129,0.608314899471804,0.994476180324882
"train","Categorical EM-MMIL","I","Myeloid cells","I",227,0.439654403015406,0.741359226365784
"train","Categorical EM-MMIL","I","T lymphocytes","I",737,0.415161659245205,0.498425002309164
"train","Categorical EM-MMIL","I","B lymphocytes","I",298,0.401438217692441,0.487590310784414
"train","Categorical EM-MMIL","I","Fibroblasts","I",24,0.390055798331148,0.622460884134223
"train","Categorical EM-MMIL","I","NK cells","I",84,0.336558068667093,0.425336129619547
"train","Categorical EM-MMIL","I","Undetermined","I",6,0.333649520969467,0.389459660738164
"train","Categorical EM-MMIL","I","Fibroblasts","II_III",24,0.280530350331437,0.620510002773102
"train","Categorical EM-MMIL","I","Myeloid cells","II_III",227,0.00877704269840858,0.00834134608560032
"train","Categorical EM-MMIL","I","NK cells","II_III",84,0.00828108085231299,0.00960576253472437
"train","Categorical EM-MMIL","I","Undetermined","II_III",6,0.00778410635163451,0.00873248211713095
"train","Categorical EM-MMIL","I","T lymphocytes","II_III",737,0.00735611121938109,0.00840528072537452
"train","Categorical EM-MMIL","I","MAST cells","II_III",33,0.00734892711465098,0.00880897198354304
"train","Categorical EM-MMIL","I","B lymphocytes","II_III",298,0.00667720687064935,0.00771039749137084
"train","Categorical EM-MMIL","I","Epithelial cells","II_III",129,0.00471090964062594,0.00768268460719332
"train","Categorical EM-MMIL","I","Endothelial cells","II_III",32,0.00250856448246751,0.00470918533282763
"train","Categorical EM-MMIL","I","Undetermined","IV",6,0.658566372678898,0.706559542237054
"train","Categorical EM-MMIL","I","NK cells","IV",84,0.655160850480595,0.73544344759902
"train","Categorical EM-MMIL","I","B lymphocytes","IV",298,0.59188457543691,0.673127013693351
"train","Categorical EM-MMIL","I","T lymphocytes","IV",737,0.577482229535414,0.661621502140303
"train","Categorical EM-MMIL","I","Myeloid cells","IV",227,0.551568554286186,0.8788396237445
"train","Categorical EM-MMIL","I","Epithelial cells","IV",129,0.38697419088757,0.986168618181668
"train","Categorical EM-MMIL","I","Fibroblasts","IV",24,0.329413851337414,0.687724681696153
"train","Categorical EM-MMIL","I","Endothelial cells","IV",32,0.288376657929091,0.445094581231054
"train","Categorical EM-MMIL","I","MAST cells","IV",33,0.132967881090095,0.201428046207252
"train","Categorical EM-MMIL","II_III","MAST cells","I",10,0.840996651937259,0.8918026158655
"train","Categorical EM-MMIL","II_III","Endothelial cells","I",3,0.680363859826795,0.713821863027471
"train","Categorical EM-MMIL","II_III","Epithelial cells","I",39,0.550169903417964,0.997865423745466
"train","Categorical EM-MMIL","II_III","T lymphocytes","I",256,0.397844879677676,0.495411549322898
"train","Categorical EM-MMIL","II_III","Myeloid cells","I",121,0.389541986409024,0.738773709766491
"train","Categorical EM-MMIL","II_III","Fibroblasts","I",31,0.361137876639661,0.597510438083589
"train","Categorical EM-MMIL","II_III","B lymphocytes","I",62,0.357049463613463,0.444080729321291
"train","Categorical EM-MMIL","II_III","Undetermined","I",1,0.303052762722612,0.303052762722612
"train","Categorical EM-MMIL","II_III","NK cells","I",31,0.278655111055069,0.382663503893058
"train","Categorical EM-MMIL","II_III","Oligodendrocytes","I",10,0.0047846885751352,0.00725623916409365
"train","Categorical EM-MMIL","II_III","Fibroblasts","II_III",31,0.491962895655379,0.719580566405395
"train","Categorical EM-MMIL","II_III","Oligodendrocytes","II_III",10,0.438257044200004,0.548887229980271
